"Date","Price","Open","High","Low","Change %"
"Apr 12, 2013","98.40","99.67","99.80","98.09","-1.28%"
"Apr 11, 2013","99.68","99.77","99.94","99.10","-0.10%"
"Apr 10, 2013","99.78","99.00","99.87","98.88","0.76%"
"Apr 09, 2013","99.03","99.34","99.66","98.58","-0.33%"
"Apr 08, 2013","99.36","97.84","99.38","97.83","1.88%"
"Apr 05, 2013","97.53","96.32","97.83","95.80","1.24%"
"Apr 04, 2013","96.34","93.03","96.41","92.72","3.52%"
"Apr 03, 2013","93.06","93.42","93.69","92.69","-0.41%"
"Apr 02, 2013","93.44","93.21","93.56","92.54","0.23%"
"Apr 01, 2013","93.23","94.18","94.37","93.16","-1.05%"
"Mar 29, 2013","94.22","94.13","94.30","93.96","0.08%"
"Mar 28, 2013","94.14","94.42","94.49","93.85","-0.32%"
"Mar 27, 2013","94.44","94.44","94.91","94.02","0.00%"
"Mar 26, 2013","94.44","94.15","94.61","93.85","0.29%"
"Mar 25, 2013","94.17","94.31","94.96","93.53","-0.37%"
"Mar 22, 2013","94.52","94.90","95.13","94.18","-0.39%"
"Mar 21, 2013","94.89","95.99","96.11","94.56","-1.19%"
"Mar 20, 2013","96.03","95.16","96.13","94.81","0.91%"
"Mar 19, 2013","95.16","95.20","95.74","94.71","-0.06%"
"Mar 18, 2013","95.22","94.10","95.60","94.03","-0.06%"
"Mar 15, 2013","95.28","96.08","96.27","95.06","-0.86%"
"Mar 14, 2013","96.11","96.11","96.59","95.66","0.00%"
"Mar 13, 2013","96.11","96.08","96.25","95.43","0.03%"
"Mar 12, 2013","96.08","96.26","96.71","95.62","-0.21%"
"Mar 11, 2013","96.28","95.95","96.36","95.90","0.26%"
"Mar 08, 2013","96.03","94.79","96.54","94.76","1.27%"
"Mar 07, 2013","94.83","94.04","95.06","93.77","0.80%"
"Mar 06, 2013","94.08","93.28","94.11","92.98","0.85%"
"Mar 05, 2013","93.29","93.46","93.54","92.89","-0.20%"
"Mar 04, 2013","93.48","93.56","93.72","93.15","-0.12%"
"Mar 01, 2013","93.59","92.54","93.68","92.41","1.11%"
"Feb 28, 2013","92.56","92.20","92.85","91.98","0.36%"
"Feb 27, 2013","92.23","91.95","92.43","91.12","0.27%"
"Feb 26, 2013","91.98","91.80","92.74","91.13","0.19%"
"Feb 25, 2013","91.81","93.96","94.76","90.92","-1.71%"
"Feb 22, 2013","93.41","93.08","93.50","92.90","0.32%"
"Feb 21, 2013","93.11","93.53","93.86","92.76","-0.48%"
"Feb 20, 2013","93.56","93.57","94.02","93.11","-0.02%"
"Feb 19, 2013","93.58","93.95","93.96","93.27","-0.39%"
"Feb 18, 2013","93.95","93.65","94.20","93.60","0.46%"
"Feb 15, 2013","93.52","92.86","93.84","92.21","0.69%"
"Feb 14, 2013","92.88","93.36","93.71","92.65","-0.55%"
"Feb 13, 2013","93.39","93.46","93.78","92.80","-0.09%"
"Feb 12, 2013","93.47","94.30","94.40","92.96","-0.91%"
"Feb 11, 2013","94.33","92.83","94.42","92.34","1.77%"
"Feb 08, 2013","92.69","93.61","93.74","92.15","-1.00%"
"Feb 07, 2013","93.63","93.62","93.91","93.06","-0.01%"
"Feb 06, 2013","93.64","93.61","94.06","93.26","0.01%"
"Feb 05, 2013","93.63","92.36","93.65","91.96","1.35%"
"Feb 04, 2013","92.38","92.82","93.18","92.18","-0.37%"
"Feb 01, 2013","92.72","91.69","92.96","91.59","1.09%"
"Jan 31, 2013","91.72","91.07","91.77","90.71","0.70%"
"Jan 30, 2013","91.08","90.73","91.40","90.64","0.39%"
"Jan 29, 2013","90.73","90.83","91.01","90.30","-0.13%"
"Jan 28, 2013","90.85","90.90","91.25","90.53","-0.08%"
"Jan 25, 2013","90.92","90.30","91.19","90.26","0.65%"
"Jan 24, 2013","90.33","88.60","90.54","88.40","1.94%"
"Jan 23, 2013","88.61","88.69","88.79","88.03","-0.11%"
"Jan 22, 2013","88.71","89.58","90.06","88.35","-1.00%"
"Jan 21, 2013","89.61","89.96","90.25","89.32","-0.52%"
"Jan 18, 2013","90.08","89.85","90.18","89.61","0.22%"
"Jan 17, 2013","89.88","88.36","90.10","88.11","1.69%"
"Jan 16, 2013","88.39","88.80","88.87","87.77","-0.45%"
"Jan 15, 2013","88.79","89.46","89.63","88.27","-0.76%"
"Jan 14, 2013","89.47","89.24","89.67","89.05","0.33%"
"Jan 11, 2013","89.18","88.78","89.44","88.66","0.45%"
"Jan 10, 2013","88.78","87.86","88.78","87.84","1.02%"
"Jan 09, 2013","87.88","87.03","88.01","86.81","0.95%"
"Jan 08, 2013","87.05","87.75","87.82","86.88","-0.83%"
"Jan 07, 2013","87.78","88.17","88.37","87.60","-0.42%"
"Jan 04, 2013","88.15","87.21","88.40","87.21","1.05%"
"Jan 03, 2013","87.23","87.32","87.36","86.74","-0.13%"
"Jan 02, 2013","87.34","86.67","87.34","86.51","0.75%"
"Jan 01, 2013","86.69","86.72","86.79","86.53","-0.07%"
"Dec 31, 2012","86.75","85.78","86.79","85.68","0.85%"
"Dec 28, 2012","86.02","86.09","86.63","85.92","-0.09%"
"Dec 27, 2012","86.10","85.62","86.15","85.45","0.54%"
"Dec 26, 2012","85.64","84.75","85.70","84.72","1.05%"
"Dec 25, 2012","84.75","84.94","84.95","84.59","-0.22%"
"Dec 24, 2012","84.94","84.21","84.94","84.20","0.84%"
"Dec 21, 2012","84.23","84.36","84.44","83.83","-0.18%"
"Dec 20, 2012","84.38","84.40","84.45","83.83","-0.04%"
"Dec 19, 2012","84.41","84.20","84.61","84.14","0.25%"
"Dec 18, 2012","84.20","83.86","84.27","83.79","0.37%"
"Dec 17, 2012","83.89","84.35","84.48","83.58","0.49%"
"Dec 14, 2012","83.48","83.64","83.96","83.30","-0.19%"
"Dec 13, 2012","83.64","83.24","83.67","83.10","0.47%"
"Dec 12, 2012","83.25","82.51","83.29","82.45","0.88%"
"Dec 11, 2012","82.52","82.33","82.57","82.27","0.19%"
"Dec 10, 2012","82.36","82.35","82.63","82.09","-0.15%"
"Dec 07, 2012","82.48","82.39","82.82","82.15","0.08%"
"Dec 06, 2012","82.41","82.46","82.61","82.18","-0.07%"
"Dec 05, 2012","82.47","81.87","82.48","81.76","0.71%"
"Dec 04, 2012","81.89","82.23","82.26","81.69","-0.44%"
"Dec 03, 2012","82.25","82.35","82.50","81.97","-0.28%"
"Nov 30, 2012","82.48","82.10","82.74","82.02","0.44%"
"Nov 29, 2012","82.12","82.07","82.21","81.89","0.06%"
"Nov 28, 2012","82.07","82.12","82.21","81.67","-0.09%"
"Nov 27, 2012","82.14","82.05","82.31","81.83","0.09%"
"Nov 26, 2012","82.07","82.39","82.62","81.90","-0.42%"
"Nov 23, 2012","82.42","82.45","82.48","82.05","-0.06%"
"Nov 22, 2012","82.47","82.51","82.82","82.25","-0.07%"
"Nov 21, 2012","82.53","81.67","82.55","81.63","1.05%"
"Nov 20, 2012","81.67","81.41","81.75","81.11","0.31%"
"Nov 19, 2012","81.42","81.26","81.56","81.06","0.15%"
"Nov 16, 2012","81.30","81.14","81.44","80.87","0.17%"
"Nov 15, 2012","81.16","80.22","81.45","80.11","1.13%"
"Nov 14, 2012","80.25","79.38","80.30","79.36","1.08%"
"Nov 13, 2012","79.39","79.49","79.64","79.18","-0.14%"
"Nov 12, 2012","79.50","79.46","79.56","79.34","0.00%"
"Nov 09, 2012","79.50","79.45","79.60","79.06","0.04%"
"Nov 08, 2012","79.47","79.98","80.00","79.31","-0.66%"
"Nov 07, 2012","80.00","80.35","80.40","79.76","-0.45%"
"Nov 06, 2012","80.36","80.28","80.44","79.95","0.09%"
"Nov 05, 2012","80.29","80.27","80.56","80.12","-0.22%"
"Nov 02, 2012","80.47","80.12","80.67","80.10","0.41%"
"Nov 01, 2012","80.14","79.76","80.20","79.75","0.46%"
"Oct 31, 2012","79.77","79.60","79.95","79.49","0.16%"
"Oct 30, 2012","79.64","79.78","79.99","79.25","-0.21%"
"Oct 29, 2012","79.81","79.63","79.84","79.51","0.20%"
"Oct 26, 2012","79.65","80.29","80.36","79.48","-0.81%"
"Oct 25, 2012","80.30","79.78","80.34","79.74","0.61%"
"Oct 24, 2012","79.81","79.84","79.91","79.68","-0.06%"
"Oct 23, 2012","79.86","79.94","79.99","79.69","-0.10%"
"Oct 22, 2012","79.94","79.30","79.96","79.19","0.78%"
"Oct 19, 2012","79.32","79.26","79.43","79.11","0.05%"
"Oct 18, 2012","79.28","78.91","79.45","78.90","0.43%"
"Oct 17, 2012","78.94","78.88","79.04","78.59","0.06%"
"Oct 16, 2012","78.89","78.62","78.96","78.61","0.32%"
"Oct 15, 2012","78.64","78.39","78.86","78.30","0.25%"
"Oct 12, 2012","78.44","78.31","78.53","78.27","0.14%"
"Oct 11, 2012","78.33","78.18","78.58","77.92","0.18%"
"Oct 10, 2012","78.19","78.25","78.37","78.11","-0.08%"
"Oct 09, 2012","78.25","78.32","78.43","78.14","-0.10%"
"Oct 08, 2012","78.33","78.66","78.76","78.06","-0.43%"
"Oct 05, 2012","78.67","78.46","78.87","78.26","0.24%"
"Oct 04, 2012","78.48","78.48","78.71","78.29","-0.03%"
"Oct 03, 2012","78.50","78.14","78.58","78.11","0.44%"
"Oct 02, 2012","78.16","77.98","78.21","77.95","0.21%"
"Oct 01, 2012","78.00","77.89","78.14","77.77","0.10%"
"Sep 28, 2012","77.92","77.57","78.10","77.41","0.40%"
"Sep 27, 2012","77.61","77.73","77.75","77.55","-0.18%"
"Sep 26, 2012","77.75","77.78","77.88","77.57","-0.06%"
"Sep 25, 2012","77.80","77.85","77.92","77.64","-0.08%"
"Sep 24, 2012","77.86","78.15","78.17","77.79","-0.40%"
"Sep 21, 2012","78.17","78.23","78.37","78.08","-0.10%"
"Sep 20, 2012","78.25","78.36","78.46","78.00","-0.17%"
"Sep 19, 2012","78.38","78.80","79.21","78.24","-0.56%"
"Sep 18, 2012","78.82","78.70","78.87","78.49","0.15%"
"Sep 17, 2012","78.70","78.37","78.92","78.14","0.40%"
"Sep 14, 2012","78.39","77.47","78.39","77.44","1.16%"
"Sep 13, 2012","77.49","77.83","77.87","77.11","-0.46%"
"Sep 12, 2012","77.85","77.76","77.96","77.71","0.10%"
"Sep 11, 2012","77.77","78.27","78.28","77.67","-0.65%"
"Sep 10, 2012","78.28","78.22","78.33","78.15","0.01%"
"Sep 07, 2012","78.27","78.85","79.01","78.00","-0.75%"
"Sep 06, 2012","78.86","78.36","79.02","78.36","0.60%"
"Sep 05, 2012","78.39","78.39","78.53","78.29","-0.04%"
"Sep 04, 2012","78.42","78.24","78.46","78.23","0.20%"
"Sep 03, 2012","78.26","78.37","78.39","78.18","-0.17%"
"Aug 31, 2012","78.39","78.60","78.65","78.18","-0.29%"
"Aug 30, 2012","78.62","78.68","78.74","78.46","-0.10%"
"Aug 29, 2012","78.70","78.49","78.78","78.46","0.24%"
"Aug 28, 2012","78.51","78.74","78.77","78.43","-0.30%"
"Aug 27, 2012","78.75","78.64","78.84","78.61","0.10%"
"Aug 24, 2012","78.67","78.46","78.72","78.43","0.24%"
"Aug 23, 2012","78.48","78.56","78.69","78.34","-0.13%"
"Aug 22, 2012","78.58","79.26","79.36","78.33","-0.88%"
"Aug 21, 2012","79.28","79.40","79.52","79.20","-0.18%"
"Aug 20, 2012","79.42","79.48","79.66","79.30","-0.18%"
"Aug 17, 2012","79.56","79.31","79.57","79.20","0.28%"
"Aug 16, 2012","79.34","78.99","79.39","78.89","0.43%"
"Aug 15, 2012","79.00","78.72","79.04","78.57","0.34%"
"Aug 14, 2012","78.73","78.30","78.93","78.28","0.52%"
"Aug 13, 2012","78.32","78.22","78.37","78.14","0.05%"
"Aug 10, 2012","78.28","78.55","78.64","78.14","-0.36%"
"Aug 09, 2012","78.56","78.41","78.79","78.27","0.18%"
"Aug 08, 2012","78.42","78.59","78.65","78.21","-0.24%"
"Aug 07, 2012","78.61","78.24","78.73","78.12","0.46%"
"Aug 06, 2012","78.25","78.46","78.63","78.13","-0.29%"
"Aug 03, 2012","78.48","78.23","78.77","78.03","0.32%"
"Aug 02, 2012","78.23","78.44","78.53","78.11","-0.27%"
"Aug 01, 2012","78.44","78.10","78.50","77.91","0.40%"
"Jul 31, 2012","78.13","78.17","78.30","78.02","-0.06%"
"Jul 30, 2012","78.18","78.44","78.54","78.10","-0.31%"
"Jul 27, 2012","78.42","78.21","78.67","78.05","0.26%"
"Jul 26, 2012","78.22","78.15","78.31","78.01","0.06%"
"Jul 25, 2012","78.17","78.16","78.27","78.04","-0.03%"
"Jul 24, 2012","78.19","78.37","78.38","78.08","-0.26%"
"Jul 23, 2012","78.39","78.43","78.52","77.95","-0.13%"
"Jul 20, 2012","78.49","78.57","78.80","78.42","-0.13%"
"Jul 19, 2012","78.59","78.78","78.82","78.42","-0.28%"
"Jul 18, 2012","78.81","79.03","79.14","78.74","-0.33%"
"Jul 17, 2012","79.07","78.85","79.17","78.77","0.27%"
"Jul 16, 2012","78.86","79.23","79.28","78.67","-0.45%"
"Jul 13, 2012","79.22","79.27","79.39","79.07","-0.10%"
"Jul 12, 2012","79.30","79.72","79.94","79.16","-0.56%"
"Jul 11, 2012","79.75","79.40","79.78","79.11","0.39%"
"Jul 10, 2012","79.44","79.54","79.59","79.18","-0.18%"
"Jul 09, 2012","79.58","79.65","79.74","79.41","-0.11%"
"Jul 06, 2012","79.67","79.91","80.01","79.48","-0.28%"
"Jul 05, 2012","79.89","79.86","80.09","79.54","0.06%"
"Jul 04, 2012","79.84","79.80","79.89","79.56","0.00%"
"Jul 03, 2012","79.84","79.48","79.93","79.40","0.43%"
"Jul 02, 2012","79.50","79.89","79.96","79.29","-0.39%"
"Jun 29, 2012","79.81","79.41","79.99","79.14","0.45%"
"Jun 28, 2012","79.45","79.67","79.75","79.21","-0.33%"
"Jun 27, 2012","79.71","79.50","79.87","79.32","0.26%"
"Jun 26, 2012","79.50","79.61","79.78","79.22","-0.21%"
"Jun 25, 2012","79.67","80.46","80.59","79.41","-0.93%"
"Jun 22, 2012","80.42","80.21","80.56","79.99","0.19%"
"Jun 21, 2012","80.27","79.45","80.33","79.36","0.94%"
"Jun 20, 2012","79.52","78.99","79.67","78.77","0.73%"
"Jun 19, 2012","78.94","79.10","79.11","78.83","-0.23%"
"Jun 18, 2012","79.12","78.90","79.29","78.84","0.51%"
"Jun 15, 2012","78.72","79.39","79.51","78.59","-0.84%"
"Jun 14, 2012","79.39","79.41","79.47","79.14","-0.03%"
"Jun 13, 2012","79.41","79.54","79.74","79.27","-0.16%"
"Jun 12, 2012","79.54","79.39","79.68","79.13","0.15%"
"Jun 11, 2012","79.42","79.55","79.71","79.34","-0.09%"
"Jun 08, 2012","79.49","79.66","79.75","79.09","-0.19%"
"Jun 07, 2012","79.64","79.22","79.78","79.18","0.52%"
"Jun 06, 2012","79.23","78.71","79.26","78.58","0.58%"
"Jun 05, 2012","78.77","78.31","78.84","78.09","0.55%"
"Jun 04, 2012","78.34","78.07","78.41","77.96","0.41%"
"Jun 01, 2012","78.02","78.35","78.64","77.65","-0.43%"
"May 31, 2012","78.36","79.08","79.13","78.20","-0.92%"
"May 30, 2012","79.09","79.52","79.56","78.85","-0.54%"
"May 29, 2012","79.52","79.45","79.63","79.36","0.06%"
"May 28, 2012","79.47","79.66","79.66","79.31","-0.26%"
"May 25, 2012","79.68","79.56","79.81","79.47","0.14%"
"May 24, 2012","79.57","79.46","79.63","79.31","0.13%"
"May 23, 2012","79.47","79.95","80.07","79.20","-0.64%"
"May 22, 2012","79.98","79.28","80.14","79.25","0.84%"
"May 21, 2012","79.31","79.17","79.45","79.08","0.35%"
"May 18, 2012","79.03","79.32","79.45","78.97","-0.40%"
"May 17, 2012","79.35","80.30","80.39","79.12","-1.20%"
"May 16, 2012","80.31","80.18","80.55","80.17","0.15%"
"May 15, 2012","80.19","79.83","80.33","79.78","0.36%"
"May 14, 2012","79.90","79.95","80.18","79.66","-0.08%"
"May 11, 2012","79.96","79.86","80.00","79.71","0.05%"
"May 10, 2012","79.92","79.65","80.02","79.58","0.35%"
"May 09, 2012","79.64","79.89","79.93","79.41","-0.30%"
"May 08, 2012","79.88","79.88","80.07","79.68","-0.04%"
"May 07, 2012","79.91","79.75","79.99","79.64","0.08%"
"May 04, 2012","79.85","80.17","80.35","79.78","-0.47%"
"May 03, 2012","80.23","80.14","80.55","80.11","0.12%"
"May 02, 2012","80.14","80.23","80.61","80.06","-0.11%"
"May 01, 2012","80.23","79.94","80.30","79.64","0.36%"
"Apr 30, 2012","79.94","80.36","80.37","79.74","-0.41%"
"Apr 27, 2012","80.27","81.07","81.44","80.22","-0.99%"
"Apr 26, 2012","81.07","81.32","81.42","80.67","-0.31%"
"Apr 25, 2012","81.32","81.40","81.69","81.08","-0.10%"
"Apr 24, 2012","81.40","81.09","81.44","80.86","0.38%"
"Apr 23, 2012","81.09","81.60","81.60","80.97","-0.53%"
"Apr 20, 2012","81.52","81.63","81.78","81.48","-0.13%"
"Apr 19, 2012","81.63","81.32","81.74","81.27","0.38%"
"Apr 18, 2012","81.32","81.07","81.56","81.01","0.31%"
"Apr 17, 2012","81.06","80.41","81.11","80.37","0.82%"
"Apr 16, 2012","80.41","80.92","81.00","80.30","-0.63%"
"Apr 13, 2012","80.92","80.95","81.19","80.83","-0.03%"
"Apr 12, 2012","80.94","81.00","81.13","80.74","-0.07%"
"Apr 11, 2012","81.00","80.68","81.12","80.59","0.40%"
"Apr 10, 2012","80.68","81.65","81.86","80.65","-1.18%"
"Apr 09, 2012","81.64","81.30","81.67","81.23","0.00%"
"Apr 06, 2012","81.64","82.22","82.56","81.33","-0.70%"
"Apr 05, 2012","82.21","82.42","82.45","81.83","-0.27%"
"Apr 04, 2012","82.44","82.85","82.94","82.10","-0.49%"
"Apr 03, 2012","82.85","81.63","82.99","81.63","1.48%"
"Apr 02, 2012","81.64","82.89","83.30","81.56","-1.48%"
"Mar 30, 2012","82.87","82.29","82.88","81.84","0.70%"
"Mar 29, 2012","82.29","82.84","82.87","81.92","-0.66%"
"Mar 28, 2012","82.85","83.07","83.18","82.61","-0.28%"
"Mar 27, 2012","83.07","83.02","83.38","82.64","0.07%"
"Mar 26, 2012","83.02","82.60","83.04","82.56","0.81%"
"Mar 23, 2012","82.35","82.53","82.95","81.99","-0.22%"
"Mar 22, 2012","82.53","83.20","83.47","82.33","-0.80%"
"Mar 21, 2012","83.20","83.67","84.10","83.14","-0.57%"
"Mar 20, 2012","83.67","83.38","83.83","83.32","0.35%"
"Mar 19, 2012","83.38","83.46","83.57","83.02","-0.08%"
"Mar 16, 2012","83.44","83.50","83.94","83.19","-0.07%"
"Mar 15, 2012","83.50","83.84","84.18","83.20","-0.40%"
"Mar 14, 2012","83.83","82.96","83.91","82.96","1.06%"
"Mar 13, 2012","82.96","82.38","83.08","81.97","0.71%"
"Mar 12, 2012","82.38","82.35","82.43","82.11","-0.13%"
"Mar 09, 2012","82.48","81.60","82.64","81.48","1.09%"
"Mar 08, 2012","81.60","81.36","81.73","81.18","0.29%"
"Mar 07, 2012","81.36","80.64","81.36","80.59","0.89%"
"Mar 06, 2012","80.64","81.53","81.57","80.59","-1.09%"
"Mar 05, 2012","81.53","81.62","81.79","81.16","-0.33%"
"Mar 02, 2012","81.80","81.09","81.87","81.09","0.88%"
"Mar 01, 2012","81.09","81.29","81.32","80.84","-0.24%"
"Feb 29, 2012","81.29","80.49","81.38","80.26","1.00%"
"Feb 28, 2012","80.48","80.47","80.79","80.02","0.01%"
"Feb 27, 2012","80.47","81.48","81.49","80.14","-0.90%"
"Feb 24, 2012","81.20","79.94","81.22","79.94","1.57%"
"Feb 23, 2012","79.95","80.27","80.34","79.86","-0.41%"
"Feb 22, 2012","80.27","79.85","80.40","79.78","0.52%"
"Feb 21, 2012","79.85","79.62","79.86","79.56","0.30%"
"Feb 20, 2012","79.62","79.79","79.79","79.36","0.07%"
"Feb 17, 2012","79.56","78.83","79.61","78.83","0.92%"
"Feb 16, 2012","78.83","78.50","78.96","78.37","0.42%"
"Feb 15, 2012","78.50","78.41","78.66","78.18","0.12%"
"Feb 14, 2012","78.41","77.52","78.54","77.51","1.15%"
"Feb 13, 2012","77.52","77.71","77.78","77.37","-0.12%"
"Feb 10, 2012","77.61","77.66","77.81","77.52","-0.06%"
"Feb 09, 2012","77.66","77.07","77.73","77.04","0.76%"
"Feb 08, 2012","77.07","76.77","77.19","76.72","0.39%"
"Feb 07, 2012","76.77","76.57","76.96","76.53","0.27%"
"Feb 06, 2012","76.57","76.57","76.80","76.50","-0.05%"
"Feb 03, 2012","76.61","76.18","76.74","76.14","0.55%"
"Feb 02, 2012","76.19","76.20","76.24","76.05","-0.01%"
"Feb 01, 2012","76.20","76.27","76.35","76.02","-0.10%"
"Jan 31, 2012","76.27","76.38","76.42","76.16","-0.13%"
"Jan 30, 2012","76.38","76.74","76.78","76.22","-0.42%"
"Jan 27, 2012","76.69","77.47","77.47","76.65","-1.00%"
"Jan 26, 2012","77.47","77.79","77.81","77.30","-0.39%"
"Jan 25, 2012","77.78","77.69","78.28","77.56","0.13%"
"Jan 24, 2012","77.68","77.00","77.85","76.96","0.88%"
"Jan 23, 2012","77.00","76.97","77.08","76.87","-0.02%"
"Jan 20, 2012","77.02","77.08","77.30","76.92","-0.07%"
"Jan 19, 2012","77.08","76.79","77.32","76.70","0.37%"
"Jan 18, 2012","76.79","76.82","76.87","76.65","-0.04%"
"Jan 17, 2012","76.82","76.83","76.88","76.56","-0.01%"
"Jan 16, 2012","76.83","76.93","76.94","76.70","-0.18%"
"Jan 13, 2012","76.96","76.79","77.01","76.67","0.22%"
"Jan 12, 2012","76.79","76.87","76.98","76.67","-0.10%"
"Jan 11, 2012","76.87","76.86","77.04","76.84","0.02%"
"Jan 10, 2012","76.86","76.88","76.91","76.78","-0.02%"
"Jan 09, 2012","76.88","76.94","77.01","76.77","-0.12%"
"Jan 06, 2012","76.96","77.17","77.34","76.96","-0.27%"
"Jan 05, 2012","77.17","76.72","77.25","76.66","0.58%"
"Jan 04, 2012","76.72","76.74","76.83","76.61","-0.02%"
"Jan 03, 2012","76.74","76.95","76.96","76.63","-0.28%"
"Jan 02, 2012","76.95","77.04","77.07","76.86","0.08%"
"Dec 30, 2011","76.89","77.67","77.74","76.88","-1.01%"
"Dec 29, 2011","77.67","77.95","77.95","77.59","-0.35%"
"Dec 28, 2011","77.95","77.88","78.04","77.57","0.08%"
"Dec 27, 2011","77.88","78.01","78.03","77.80","-0.16%"
"Dec 26, 2011","78.01","78.09","78.09","77.98","-0.10%"
"Dec 23, 2011","78.08","78.17","78.23","78.00","-0.11%"
"Dec 22, 2011","78.17","78.08","78.21","78.00","0.11%"
"Dec 21, 2011","78.08","77.86","78.11","77.69","0.29%"
"Dec 20, 2011","77.86","78.02","78.06","77.72","-0.20%"
"Dec 19, 2011","78.02","77.82","78.16","77.80","0.32%"
"Dec 16, 2011","77.77","77.85","77.96","77.62","-0.11%"
"Dec 15, 2011","77.85","78.12","78.13","77.74","-0.35%"
"Dec 14, 2011","78.12","77.97","78.15","77.93","0.20%"
"Dec 13, 2011","77.97","77.96","78.02","77.65","0.01%"
"Dec 12, 2011","77.96","77.62","78.00","77.59","0.44%"
"Dec 09, 2011","77.61","77.68","77.78","77.50","-0.09%"
"Dec 08, 2011","77.68","77.68","77.80","77.14","0.00%"
"Dec 07, 2011","77.68","77.75","77.79","77.63","-0.09%"
"Dec 06, 2011","77.75","77.81","77.86","77.64","-0.07%"
"Dec 05, 2011","77.81","78.10","78.10","77.69","-0.23%"
"Dec 02, 2011","77.99","77.77","78.08","77.73","0.29%"
"Dec 01, 2011","77.77","77.60","77.81","77.49","0.22%"
"Nov 30, 2011","77.60","77.97","78.16","77.30","-0.48%"
"Nov 29, 2011","77.97","78.09","78.29","77.63","-0.15%"
"Nov 28, 2011","78.09","77.68","78.24","77.58","0.47%"
"Nov 25, 2011","77.73","77.18","77.79","77.18","0.70%"
"Nov 24, 2011","77.18","77.28","77.28","77.02","-0.13%"
"Nov 23, 2011","77.28","76.98","77.58","76.93","0.39%"
"Nov 22, 2011","76.98","76.94","77.32","76.84","0.05%"
"Nov 21, 2011","76.94","76.85","76.99","76.76","0.05%"
"Nov 18, 2011","76.90","76.97","77.03","76.58","-0.10%"
"Nov 17, 2011","76.97","77.07","77.08","76.92","-0.13%"
"Nov 16, 2011","77.07","77.09","77.15","76.86","-0.02%"
"Nov 15, 2011","77.09","77.10","77.50","76.91","-0.01%"
"Nov 14, 2011","77.10","77.18","77.25","76.82","-0.06%"
"Nov 11, 2011","77.14","77.66","77.67","77.05","-0.67%"
"Nov 10, 2011","77.66","77.77","77.87","77.51","-0.14%"
"Nov 09, 2011","77.77","77.71","77.89","77.54","0.09%"
"Nov 08, 2011","77.71","78.08","78.09","77.61","-0.48%"
"Nov 07, 2011","78.08","78.16","78.18","77.99","-0.19%"
"Nov 04, 2011","78.24","78.06","78.27","77.99","0.22%"
"Nov 03, 2011","78.06","78.15","78.17","77.90","-0.11%"
"Nov 02, 2011","78.15","78.31","78.32","77.96","-0.20%"
"Nov 01, 2011","78.31","78.32","78.98","78.02","-0.02%"
"Oct 31, 2011","78.32","75.76","79.53","75.58","3.30%"
"Oct 28, 2011","75.82","75.98","76.00","75.68","-0.20%"
"Oct 27, 2011","75.98","76.18","76.28","75.66","-0.26%"
"Oct 26, 2011","76.18","76.12","76.32","75.72","0.08%"
"Oct 25, 2011","76.12","76.20","76.30","75.75","-0.11%"
"Oct 24, 2011","76.20","76.42","76.44","75.99","-0.11%"
"Oct 21, 2011","76.29","76.88","76.88","75.82","-0.77%"
"Oct 20, 2011","76.88","76.84","77.09","76.68","0.05%"
"Oct 19, 2011","76.84","76.78","76.86","76.66","0.08%"
"Oct 18, 2011","76.78","76.84","76.91","76.63","-0.08%"
"Oct 17, 2011","76.84","77.22","77.46","76.60","-0.48%"
"Oct 14, 2011","77.21","76.90","77.45","76.86","0.40%"
"Oct 13, 2011","76.90","77.10","77.22","76.68","-0.26%"
"Oct 12, 2011","77.10","76.71","77.49","76.32","0.52%"
"Oct 11, 2011","76.71","76.67","76.76","76.60","0.05%"
"Oct 10, 2011","76.67","76.80","76.86","76.57","-0.09%"
"Oct 07, 2011","76.73","76.69","76.91","76.59","0.06%"
"Oct 06, 2011","76.69","76.79","76.84","76.57","-0.13%"
"Oct 05, 2011","76.79","76.83","77.07","76.62","-0.06%"
"Oct 04, 2011","76.83","76.62","76.98","76.54","0.28%"
"Oct 03, 2011","76.62","77.20","77.21","76.52","-0.56%"
"Sep 30, 2011","77.05","76.73","77.20","76.50","0.42%"
"Sep 29, 2011","76.73","76.54","77.03","76.42","0.25%"
"Sep 28, 2011","76.54","76.70","76.71","76.34","-0.21%"
"Sep 27, 2011","76.70","76.44","76.93","76.27","0.34%"
"Sep 26, 2011","76.44","76.66","76.76","76.23","-0.20%"
"Sep 23, 2011","76.60","76.26","76.89","76.15","0.44%"
"Sep 22, 2011","76.26","76.63","76.93","76.11","-0.48%"
"Sep 21, 2011","76.63","76.40","76.74","76.12","0.30%"
"Sep 20, 2011","76.40","76.68","76.76","76.36","-0.37%"
"Sep 19, 2011","76.68","76.96","76.98","76.33","-0.15%"
"Sep 16, 2011","76.80","76.72","76.97","76.68","0.10%"
"Sep 15, 2011","76.72","76.72","77.30","76.56","0.00%"
"Sep 14, 2011","76.72","76.95","77.06","76.60","-0.29%"
"Sep 13, 2011","76.95","77.19","77.25","76.81","-0.32%"
"Sep 12, 2011","77.19","77.47","77.59","76.76","-0.51%"
"Sep 09, 2011","77.59","77.56","77.86","77.10","0.03%"
"Sep 08, 2011","77.56","77.35","77.60","77.14","0.27%"
"Sep 07, 2011","77.35","77.53","77.55","77.08","-0.23%"
